fecha;PM10;Velocidad;Direccion;Temperatura;HR;Presion ;Rad Solar;Precipitacion;OZONO;NO;NO2;NOX;PM2.5;CO;SO2
18/02/2024 18:00;31;3,1;260;19,6;58,54;563;61;0;20,3;0,1;2,1;2,2;14;0,26;0
18/02/2024 19:00;32;0,9;262;17,2;66,58;564;0;0;15,5;0,3;5;5,4;21;0,27;0
18/02/2024 20:00;26;0,6;241;16;73,05;564;0;0;12,1;0,2;4,8;5;16;0,31;0
18/02/2024 21:00;49;0,7;350;14,5;77,39;565;0;0;3;37,3;23,6;61;29;0,91;0
18/02/2024 22:00;57;0,7;331;13,7;80,63;565;0;0;0,3;67,6;30,5;98,1;28;1,17;0
18/02/2024 23:00;47;0,6;327;12,8;77,31;566;0;0;0,9;37,6;25;62,5;20;0,74;0
19/02/2024 0:00;41;0,4;326;11,3;79,75;566;0;0;0;46,6;21,6;68,2;19;0,76;0
19/02/2024 1:00;35;0,5;299;11,3;81,14;565;0;0;0,1;21,8;20,6;42,4;16;0,57;0
19/02/2024 2:00;44;0,5;300;10,4;80,89;565;0;0;0,1;49,5;19,1;68,6;17;0,61;0
19/02/2024 3:00;31;0,6;322;9,5;82,33;565;0;0;0;38;17,3;55,3;19;0,48;0
19/02/2024 4:00;28;0,5;330;9,4;84,25;565;0;0;0;18,1;15,5;33,6;23;0,39;0
19/02/2024 5:00;41;0,9;323;10,1;84,47;565;0;0;0,1;11,9;15,8;27,7;25;0,39;0
19/02/2024 6:00;53;0,6;309;9;81,43;565;0;0;0;38,6;17,4;56;33;0,52;0
19/02/2024 7:00;65;0,5;316;8,4;83,39;566;7;0;0,1;92,2;20,1;112,3;36;0,96;0
19/02/2024 8:00;97;1,2;331;13,7;83,12;566;177;0;1,6;135,2;27,1;162,3;50;1,35;0
19/02/2024 9:00;72;1,6;337;18,2;67,34;566;396;0;7,2;28,3;16,2;44,6;38;0,64;0
19/02/2024 10:00;61;1,3;291;20,9;55,19;566;581;0;14,2;9,2;10,6;19,8;31;0,42;0
19/02/2024 11:00;40;1,5;300;22,4;44,24;566;729;0;22,7;1,7;3,1;4,8;13;0,28;0
19/02/2024 12:00;39;1,7;302;24,1;34,76;565;802;0;26,1;2,7;5,3;7,9;19;0,25;0
19/02/2024 13:00;45;2,2;279;24,8;28,58;565;756;0;32,1;0,8;2,2;3;16;0,22;0
19/02/2024 14:00;65;3,3;269;23,4;40,71;564;451;0;25,4;0,2;1,3;1,5;17;0,22;0
19/02/2024 15:00;45;2,4;280;22,7;43,3;564;263;0;22,3;0,3;0,9;1,2;21;0,2;0
19/02/2024 16:00;58;3,3;272;23,3;44,29;564;439;0;20;0,9;1,5;2,3;17;0,2;0
19/02/2024 17:00;41;3;276;22,1;47,37;564;236;0;19,1;0,2;0,7;0,9;19;0,2;0
19/02/2024 18:00;38;1,6;241;19,7;53,53;564;55;0;14,4;0,5;2,2;2,7;16;0,22;0
19/02/2024 19:00;65;0,8;192;16,5;61,88;564;0;0;10,3;1,3;9;10,3;15;0,32;0
19/02/2024 20:00;47;1,6;178;16;69,25;565;0;0;2,3;10,7;27,9;38,6;24;0,7;0
19/02/2024 21:00;42;1,2;228;15,4;71,02;565;0;0;1,7;4,7;27;31,6;16;0,61;0
19/02/2024 22:00;57;0,4;318;14;73,74;566;0;0;0,3;39,5;30;69,5;24;0,9;0
19/02/2024 23:00;47;0,5;319;12,7;78,5;566;0;0;0,2;55,7;27,8;83,5;22;1,02;0
20/02/2024 0:00;49;0,5;332;12,8;80,43;566;0;0;0,3;68,1;25,7;93,8;20;0,8;0
20/02/2024 1:00;40;0,4;306;12,1;80,5;566;0;0;0,2;55,2;22;77,2;17;0,72;0
20/02/2024 2:00;45;0,5;75;11,8;80,1;565;0;0;0;103,7;24,3;128,1;19;0,74;0
20/02/2024 3:00;42;0,6;311;11,5;82,82;565;0;0;0;52,7;19,7;72,3;16;0,58;0
20/02/2024 4:00;38;0,6;332;11,1;82,45;565;0;0;0,4;37,7;19,2;57;25;0,48;0
20/02/2024 5:00;48;0,5;306;9,8;82,46;565;0;0;0;66,2;20;86,2;22;0,54;0
20/02/2024 6:00;91;0,5;334;8,6;83,07;565;0;0;0,1;267,2;38,2;305,3;47;1,28;0
20/02/2024 7:00;63;0,9;323;8,9;85,35;566;10;0;0;75,6;19;94,5;28;0,68;0
20/02/2024 8:00;91;0,8;332;12,5;86,41;566;138;0;1,6;63,5;22,9;86,4;49;1,41;0
20/02/2024 9:00;104;0,8;256;19;65,74;566;384;0;7,4;47,5;21,5;69;45;0,75;0
20/02/2024 10:00;67;0,9;285;21,9;50,64;566;586;0;0;0;0;0;30;0;0
20/02/2024 11:00;41;1,4;292;22,8;44,8;565;722;0;0;0;0;0;23;0;0
20/02/2024 12:00;41;2,1;281;24,1;38;565;836;0;0;0;0;0;22;0;0
20/02/2024 13:00;48;2,7;272;24,5;35,47;564;713;0;23;0;0;0;21;0,19;0
20/02/2024 14:00;66;4,9;267;23,3;43,37;564;743;0;19,1;0,2;0,1;0,2;15;0,2;0
20/02/2024 15:00;52;4,1;263;23,2;43,89;563;577;0;17,5;0,4;0;0,4;13;0,2;0
20/02/2024 16:00;48;3,4;264;23;45,26;563;445;0;16,8;0,3;0;0,4;12;0,2;0
20/02/2024 17:00;39;2,9;261;22,8;46,71;563;310;0;16,3;0,4;0;0,4;17;0,19;0
20/02/2024 18:00;43;1,9;252;21,1;46,88;563;93;0;15,5;0,4;1,1;1,5;13;0,2;0
20/02/2024 19:00;37;1,1;218;17,1;57,94;564;0;0;14,3;0,1;2,1;2,2;16;0,21;0
20/02/2024 20:00;36;0,9;207;15,4;67,55;565;0;0;11,8;1;4;5;13;0,26;0
20/02/2024 21:00;48;0,4;293;13,3;71,66;565;0;0;2,1;20,4;16;36,4;22;0,59;0
20/02/2024 22:00;73;0,5;333;11,8;78,75;565;0;0;0,2;98,9;18,4;117,3;36;1,22;0
20/02/2024 23:00;52;0,3;304;10,5;81,31;565;0;0;0,1;47,8;18,1;66;26;0,87;0
21/02/2024 0:00;54;0,6;311;9,4;82,51;565;0;0;0;104,1;15;119,1;26;1;0
21/02/2024 1:00;53;0,6;324;8,6;83,61;565;0;0;0,2;159,8;15,3;175,1;30;1,09;0
21/02/2024 2:00;37;0,5;309;7,7;83,8;565;0;0;0,1;124,5;13,4;137,9;26;0,85;0
21/02/2024 3:00;27;0,4;309;7,1;84,29;564;0;0;0;26;13,1;39;17;0,48;0
21/02/2024 4:00;30;0,4;289;6,1;84,17;564;0;0;0;37,1;11,5;48,6;13;0,46;0
21/02/2024 5:00;41;0,5;311;5,6;84,22;564;0;0;0,3;79,9;12;91,9;22;0,51;0
21/02/2024 6:00;61;0,6;271;5,8;85,05;565;0;0;0;71,5;16,1;87,5;26;0,5;0
21/02/2024 7:00;63;0,7;312;6,3;85,46;565;14;0;0,3;159,4;19,3;178,8;36;1,29;0
21/02/2024 8:00;64;0,7;331;12,3;85,7;565;165;0;1,4;79,2;18,2;97,4;34;0,85;0
21/02/2024 9:00;110;0,8;259;18,4;64,89;566;373;0;4,7;68,9;26,7;95,6;41;0,95;0
21/02/2024 10:00;80;1;248;20,9;48,39;566;572;0;13,7;23,7;22,8;46,5;32;0,66;0
21/02/2024 11:00;46;1,4;294;22,5;42,44;565;687;0;22,9;3;5,5;8,5;22;0,32;0
21/02/2024 12:00;101;4;274;20,6;43,61;565;563;0;18,3;2,4;2,6;4,9;23;0,22;0
21/02/2024 13:00;91;4,8;278;20,9;43,49;564;814;0;17;1,2;1,5;2,6;16;0,19;0
21/02/2024 14:00;57;4,4;274;21,1;42,36;564;739;0;17,1;1,6;0,9;2,5;10;0,18;0
21/02/2024 15:00;69;4,4;269;21,4;42,08;563;635;0;16,9;1,1;1,2;2,4;18;0,19;0
21/02/2024 16:00;54;4,1;270;21,3;41,44;563;461;0;17,7;1;1,1;2,1;13;0,19;0
21/02/2024 17:00;57;3,8;274;20,9;41,1;563;267;0;18,8;0,8;1,3;2,1;14;0,19;0
21/02/2024 18:00;36;2,5;282;19,2;44,92;563;74;0;18,1;0,4;1;1,4;13;0,21;0
21/02/2024 19:00;36;0,7;302;15,5;52,07;564;0;0;14,3;0,4;4,3;4,6;13;0,25;0
21/02/2024 20:00;65;0,7;291;12,9;62,74;564;0;0;5,7;43,4;17,1;60,5;18;0,7;0
21/02/2024 21:00;87;0,7;34;10,8;66,46;564;0;0;0,2;123,7;25;148,8;32;1,28;0
21/02/2024 22:00;61;0,6;317;10,1;72,71;565;0;0;0,2;96,1;23,2;119,3;29;1,06;0
21/02/2024 23:00;65;0,5;333;9,5;74,86;565;0;0;0,2;150,6;22,8;173,3;28;1,36;0
22/02/2024 0:00;53;0,5;251;9,3;76,46;565;0;0;0,1;152,5;21,1;173,5;24;1,26;0
22/02/2024 1:00;42;0,6;310;9,1;76,45;564;0;0;0,3;126,2;18,3;144,5;19;0,96;0
22/02/2024 2:00;52;0,6;301;8,5;78,59;564;0;0;0,1;142;19,7;161,7;29;0,89;0
22/02/2024 3:00;37;0,7;289;8,8;79,42;564;0;0;0,1;48,8;16,2;64,9;18;0,53;0
22/02/2024 4:00;50;0,8;275;9,8;79,06;564;0;0;0;88,2;17;105,2;24;0,58;0
22/02/2024 5:00;53;0,6;278;10,2;76,62;564;0;0;0;123,9;18,8;142,8;22;0,71;0
22/02/2024 6:00;42;0,8;300;8,9;78,11;564;0;0;0,2;79,5;16,4;95,9;19;0,65;0
22/02/2024 7:00;79;0,6;277;9,9;81,98;564;5;0;0,3;165,3;20,8;186,1;45;1,62;0
22/02/2024 8:00;151;0,7;251;16,5;74,4;564;179;0;1,7;151,4;28,2;179,6;61;1,76;0
22/02/2024 9:00;58;1,1;247;20,6;54,84;565;374;0;9,2;34,8;23,2;58;24;0,81;0
22/02/2024 10:00;35;1,1;302;20,8;50,18;564;457;0;30,4;1,5;0;1,2;14;0,28;0
22/02/2024 11:00;38;1,5;281;22,2;45,86;564;632;0;17,3;0;0;0;9;0,23;0
22/02/2024 12:00;36;2,8;266;21,3;46,34;564;613;0;15,5;0;0;0;6;0,18;0
22/02/2024 13:00;55;3,9;268;21,5;45,81;563;762;0;15,3;0;0,3;0,2;8;0,18;0
22/02/2024 14:00;32;2,9;278;21;46,84;563;600;0;15,7;0;0,3;0,1;6;0,19;0
22/02/2024 15:00;52;3,4;271;21,1;46,94;562;509;0;15;0,1;0,4;0,5;3;0,2;0
22/02/2024 16:00;34;3,1;266;20;50,19;562;231;0;14,5;0;0,6;0,4;3;0,19;0
22/02/2024 17:00;34;2,4;254;19,6;51,71;562;170;0;13,9;0;0,9;0,9;3;0,2;0
22/02/2024 18:00;27;1,7;252;17,9;55,49;563;52;0;12,6;0;0;0;4;0,21;0
22/02/2024 19:00;35;1,6;212;15,4;64,45;563;0;0;10,8;0;0;0;6;0,22;0
22/02/2024 20:00;25;1,5;222;14,4;71,92;564;0;0;9,8;0;0;0;5;0,25;0
22/02/2024 21:00;18;1,1;220;14,3;73,26;564;0;0;8,8;0;0;0;5;0,27;0
22/02/2024 22:00;23;0,6;251;13,5;73,97;564;0;0;6,1;0;7,8;7,7;9;0,33;0
22/02/2024 23:00;26;0,4;321;11,7;77,83;564;0;0;2,4;3,8;10,9;14,7;11;0,41;0
23/02/2024 0:00;41;0,7;341;11,2;82,12;564;0;0;0,7;47,7;10,1;57,8;13;0,69;0
23/02/2024 1:00;40;0,5;324;10,1;81,71;564;0;0;0,5;79,2;11;90,2;20;0,7;0
23/02/2024 2:00;31;0,4;303;10,8;84,68;563;0;0;0;40,1;11,9;51,9;9;0,52;0
23/02/2024 3:00;31;0,7;334;11,7;80,9;563;0;0;0,5;34,2;14,6;48,8;17;0,45;0
23/02/2024 4:00;38;0,9;322;11,9;73,06;563;0;0;0,5;4,2;17,2;21,5;14;0,33;0
23/02/2024 5:00;26;0,7;325;11;72,68;563;0;0;0,4;4;17,1;21,1;18;0,32;0
23/02/2024 6:00;34;0,8;338;9,2;77,36;563;0;0;0,1;11;16,4;27,4;20;0,35;0
23/02/2024 7:00;44;0,6;321;8,8;81,48;564;11;0;0,3;25,1;14,8;39,8;23;0,46;0
23/02/2024 8:00;66;1,4;342;14,1;74,36;564;196;0;3,6;34;13,9;47,9;27;0,61;0
23/02/2024 9:00;56;1,3;347;18,8;60,5;564;405;0;7,6;24,3;13,9;38,2;27;0,61;0
23/02/2024 10:00;31;1,2;314;21,1;48,45;564;611;0;15,5;5,9;8,1;14;14;0,37;0
23/02/2024 11:00;27;1,6;284;21,7;41,72;564;758;0;20,6;2,1;5,6;7,7;11;0,31;0
23/02/2024 12:00;62;2,1;276;22,8;36,42;563;735;0;28,2;3;9,4;12,4;15;0,41;0
23/02/2024 13:00;66;2,8;276;22,6;36,85;563;538;0;32,8;0,9;7,4;8,3;20;0,34;0
23/02/2024 14:00;74;3,3;255;22,4;42,78;562;678;0;26,8;0,1;4,1;4,2;24;0,26;0
23/02/2024 15:00;82;3,7;262;21,6;44,53;562;503;0;23,6;0,1;3,9;4;19;0,24;0
23/02/2024 16:00;75;3,9;267;20,4;49,74;562;294;0;21,7;0,1;4,2;4,3;18;0,25;0
23/02/2024 17:00;51;3,9;270;18,9;54,62;562;164;0;21,5;0;3,7;3,5;21;0,25;0
23/02/2024 18:00;48;2,3;278;17,6;58,98;563;45;0;18,6;0;3,8;3,8;14;0,25;0
23/02/2024 19:00;43;1,5;259;16;67,46;563;0;0;16,1;0;0;0;22;0,26;0
23/02/2024 20:00;43;0,9;281;15,2;71,6;564;0;0;12,9;0;0;0;16;0,31;0
23/02/2024 21:00;62;0,5;28;13,7;75,95;564;0;0;4,6;34,2;23,2;57,3;32;0,7;0
23/02/2024 22:00;66;0,4;312;13,3;79,39;564;0;0;0,2;45,8;30,3;76,1;27;0,9;0
23/02/2024 23:00;72;0,6;6;12,4;80,5;564;0;0;0,1;76,3;26,8;103,1;28;1,14;0
24/02/2024 0:00;66;0,4;304;12,7;82,09;564;0;0;0,2;85,1;23,3;108,4;30;1,15;0
24/02/2024 1:00;66;0,5;316;12,6;81,8;564;0;0;0,2;68,6;23,3;91,9;29;0,98;0
24/02/2024 2:00;53;0,3;292;11,9;81,48;564;0;0;0,4;59,9;20,3;80,2;23;0,82;0
24/02/2024 3:00;43;0,4;320;11;82,95;563;0;0;0,7;37,7;16,6;54,2;21;0,55;0
24/02/2024 4:00;43;0,6;339;10,2;83,32;563;0;0;0;79,5;15,2;94,8;22;0,67;0
24/02/2024 5:00;40;0,6;323;10,7;85,53;563;0;0;0,8;40,3;14,8;55,1;20;0,46;0
24/02/2024 6:00;59;0,7;313;11,1;85,79;564;0;0;0,3;99,8;18,9;118,7;25;0,76;0
24/02/2024 7:00;86;0,6;299;11,7;85,37;564;11;0;0,2;64,1;17,1;81,2;30;0,7;0
24/02/2024 8:00;60;0,8;329;14,3;82,11;564;128;0;2,4;32;17;49;24;0,67;0
24/02/2024 9:00;54;1,3;322;18,5;65,32;565;352;0;8,5;15,8;15,8;31,6;27;0,57;0
24/02/2024 10:00;52;1,4;256;20,4;49,48;565;453;0;18,9;3,3;8,9;12,2;20;0,37;0
24/02/2024 11:00;50;1,2;294;20,5;46,01;565;537;0;26,4;1,2;6,8;8;22;0,34;0
24/02/2024 12:00;46;1,3;314;22,2;37,18;564;524;0;33,5;0,4;6,2;6,6;17;0,35;0
24/02/2024 13:00;66;2,4;271;22,4;36,13;564;527;0;34,4;0;4,6;4,4;22;0,31;0
24/02/2024 14:00;57;3;249;22,9;42,35;563;728;0;27,8;0;3,4;3,1;18;0,27;0
24/02/2024 15:00;58;3,5;265;20;48,34;563;227;0;24,5;0;0;0;26;0,28;0
24/02/2024 16:00;51;3,5;264;20,2;52;563;347;0;22,1;0;0;0;20;0,27;0
24/02/2024 17:00;40;2,8;265;18;58,23;563;28;0;20,5;0;0;0;20;0,27;0
24/02/2024 18:00;50;1,2;280;16,5;66,5;564;0;0,1;17,1;0;0;0;22;0,25;0
24/02/2024 19:00;42;1,2;220;15,7;69,98;564;0;0;12,9;1;10,3;11,2;19;0,37;0
24/02/2024 20:00;37;0,9;216;15;73,48;564;0;0;12,1;0;0;0;15;0,31;0
24/02/2024 21:00;37;0,6;217;14,8;74,35;565;0;0;12;0;0;0;23;0,32;0
24/02/2024 22:00;51;0,6;159;14,8;75,27;565;0;0;4,2;4,2;20;24,2;27;0,6;0
24/02/2024 23:00;43;0,6;143;14,7;71,37;566;0;0;8,5;1,3;15;16,3;27;0,44;0
25/02/2024 0:00;34;0,6;288;14,2;73,52;566;0;0;5,9;1,2;14,4;15,6;19;0,41;0
25/02/2024 1:00;35;0,6;314;13,1;76,72;565;0;0;4,1;4;15,4;19,4;23;0,38;0
25/02/2024 2:00;45;0,7;333;12,6;77,46;565;0;0;3;8,5;17,1;25,6;30;0,48;0
25/02/2024 3:00;40;0,6;275;11,3;79;565;0;0;0,3;15,5;18,7;34,1;26;0,56;0
25/02/2024 4:00;38;0,6;293;10,1;81,78;565;0;0;0,1;39,4;15,4;54,8;25;0,61;0
25/02/2024 5:00;35;0,6;218;9,2;82,86;565;0;0;0,3;31,1;15,8;46,9;22;0,51;0
25/02/2024 6:00;43;0,4;285;8,6;83,56;565;0;0;0,3;53,4;15,2;68,6;29;0,63;0
25/02/2024 7:00;55;0,5;251;8,5;84,33;566;14;0;0,4;80,4;14,9;95,3;23;0,89;0
25/02/2024 8:00;54;0,8;327;14,8;81,97;566;177;0;4,2;22;15,8;37,8;27;0,48;0
25/02/2024 9:00;28;1,4;337;18,3;60,96;566;395;0;14;5,9;8,3;14,2;23;0,31;0
25/02/2024 10:00;34;1,2;317;21;49,53;566;555;0;18,9;1,4;4,7;6,1;11;0,24;0
25/02/2024 11:00;37;1,4;300;21,7;42,17;566;725;0;24,5;0,2;3,2;3,4;12;0,21;0
25/02/2024 12:00;32;1,6;299;22,8;34,23;565;676;0;28,3;0;0;0;16;0,19;0
25/02/2024 13:00;36;2,4;282;20,6;40,9;564;242;0;25,8;0;0;0;15;0,2;0
25/02/2024 14:00;44;3,1;256;20,9;46,42;564;414;0;21,4;0;0;0;19;0,19;0
25/02/2024 15:00;42;3,4;271;19,6;49,82;564;294;0;19,7;0;0;0;21;0,19;0
25/02/2024 16:00;35;2,6;252;20,1;51,87;564;306;0;18,8;0;0;0;15;0,18;0
25/02/2024 17:00;32;2,3;259;18,4;54,09;564;93;0;18,7;0;0;0;13;0,18;0
25/02/2024 18:00;31;1,5;244;17,6;58,85;564;40;0;16,9;0;0;0;16;0,19;0
25/02/2024 19:00;35;1,4;210;15,4;65,65;564;0;0;15;0;0;0;17;0,19;0
25/02/2024 20:00;34;0,6;241;14,3;70,96;565;0;0;10,2;0;9,6;9,5;16;0,33;0
25/02/2024 21:00;42;0,7;246;13,8;73,14;565;0;0;8,1;2,5;12,8;15,3;22;0,43;0
25/02/2024 22:00;43;0,6;300;13,7;74,64;565;0;0;5,9;0,7;14,2;14,8;27;0,46;0
25/02/2024 23:00;49;0,5;348;13,6;74,85;566;0;0;0,1;25,8;26;51,7;23;0,73;0
26/02/2024 0:00;50;0,5;271;13,5;74,54;565;0;0;0,2;17,5;23,4;40,9;28;0,6;0
26/02/2024 1:00;44;0,5;313;12,4;76,83;565;0;0;1,2;10,3;18;28,3;21;0,54;0
26/02/2024 2:00;42;0,6;301;11,2;80,16;565;0;0;0,6;20,3;16,9;37,2;19;0,5;0
26/02/2024 3:00;41;0,5;330;10,2;81,61;565;0;0;0,2;41,7;15;56,7;23;0,49;0
26/02/2024 4:00;48;0,7;288;10,3;83,94;565;0;0;0,1;58,7;17,5;76,2;25;0,49;0
26/02/2024 5:00;46;0,5;309;9,2;83,27;565;0;0;0,8;49,2;18,3;67,5;32;0,49;0
26/02/2024 6:00;51;0,3;309;8,3;83,69;565;0;0;0,1;47,5;18,5;65,9;37;0,53;0
26/02/2024 7:00;66;0,6;341;7,9;84,23;565;7;0;0,2;96,2;17,3;113,5;38;1;0
26/02/2024 8:00;101;1,4;349;12;85,82;566;162;0;2;84,3;21,7;106;51;1,14;0
26/02/2024 9:00;71;1,3;330;17,1;68,13;566;376;0;8,4;30,2;18,7;48,9;36;0,7;0
26/02/2024 10:00;64;1,1;288;20,4;52,53;566;560;0;0;0;0;0;32;0;0
26/02/2024 11:00;51;1,6;347;22,2;43,6;566;682;1;0;0;0;0;28;0;0
26/02/2024 12:00;50;0,9;278;20,8;39,87;565;219;0;25,7;1,6;0;1,3;20;0,27;0
26/02/2024 13:00;52;1,1;216;22,5;38,08;564;313;0;32,6;0;0;0;23;0,34;0
26/02/2024 14:00;99;2,9;265;19,5;50,04;564;165;0;29,4;0;0;0;37;0,34;0
26/02/2024 15:00;66;2,7;262;18,5;55,39;564;200;0;25,5;0;0;0;24;0,25;0
26/02/2024 16:00;86;2,2;279;19,9;50,5;564;326;0;25,6;0;0;0;36;0,23;0
26/02/2024 17:00;54;1,4;268;18,8;52,75;564;107;0;25,3;0;0;0;28;0,24;0
26/02/2024 18:00;49;1,4;267;17,7;57,57;563;46;0;23,2;0;0;0;29;0,24;0
26/02/2024 19:00;42;0,5;264;15,2;66;564;0;0;17;0;5,8;5,8;25;0,29;0
26/02/2024 20:00;80;0,6;191;14,3;72,57;564;0;0;2,5;36,6;29,6;66,2;37;0,81;0
26/02/2024 21:00;54;0,6;240;14,1;74,63;565;0;0;8,7;8,7;20,1;28,7;29;0,45;0
26/02/2024 22:00;55;0,5;265;13,3;76,66;565;0;0;3,7;41,8;24,7;66,5;31;0,69;0
26/02/2024 23:00;40;0,6;303;12,1;79,58;565;0;0;4,5;3,5;17;20,6;27;0,42;0
27/02/2024 0:00;59;0,7;274;11,3;82,71;565;0;0;2,3;52,4;18,4;70,9;28;0,64;0
27/02/2024 1:00;56;0,5;269;11,4;83,79;565;0;0;0;85,1;22,9;108,1;34;0,91;0
27/02/2024 2:00;43;0,5;283;10,4;82,84;564;0;0;0;55,2;17,9;73,1;30;0,62;0
27/02/2024 3:00;46;0,5;298;11,1;85,35;564;0;0;0;47,8;17,9;65,7;22;0,54;0
27/02/2024 4:00;51;0,5;309;11,4;84,23;563;0;0;0;75,5;18,1;93,6;34;0,57;0
27/02/2024 5:00;77;0,6;250;11,4;83,21;563;0;0;0;165,1;24,5;189,7;47;0,79;0
27/02/2024 6:00;57;0,6;283;12;83,23;564;0;0;0,1;56,5;21,7;78,3;40;0,67;0
27/02/2024 7:00;61;0,5;305;12,5;81,95;564;5;0;0,4;63,3;22,4;85,8;41;0,81;0
27/02/2024 8:00;62;1,2;338;13,9;76,34;565;68;0;3,4;17,1;20,7;37,9;39;0,54;0
27/02/2024 9:00;60;1,3;332;16,6;67,37;565;224;0;10,6;6,6;13,5;20,1;39;0,44;0
27/02/2024 10:00;55;1,3;320;19,1;57,92;565;343;0;16;3,8;10,2;14;34;0,41;0
27/02/2024 11:00;50;1,1;242;21,5;48,17;565;549;0;25,7;0;6,1;5,9;28;0,33;0
27/02/2024 12:00;44;1,2;203;23,8;38,74;564;693;0;31;0;0;0;22;0,33;0
27/02/2024 13:00;40;1,9;268;24,1;34,38;564;631;0;41,5;0;0;0;27;0,41;0
27/02/2024 14:00;90;3,2;258;22;42,51;563;271;0;42,6;0;0;0;43;0,41;0
27/02/2024 15:00;82;2,4;253;19,3;62,82;563;187;0,6;29,1;0;0;0;38;0,32;0
27/02/2024 16:00;66;2,6;226;22,5;50,33;563;437;0;27,9;0;0;0;31;0,29;0
27/02/2024 17:00;60;3,4;263;21,5;49,29;563;331;0;25,3;0;0;0;30;0,27;0
27/02/2024 18:00;47;2,6;263;19;56,66;563;125;0;20,1;0;0;0;24;0,31;0
27/02/2024 19:00;30;2,1;135;15,2;65,63;563;0;0;18,3;0;0;0;25;0,39;0
27/02/2024 20:00;32;1,2;348;14,6;70,38;564;0;0;8,7;0,9;26,2;27;24;0,52;0
27/02/2024 21:00;46;0,8;9;13,5;75,68;564;0;0;3,4;14,6;28,7;43,3;25;0,63;0
27/02/2024 22:00;33;1;148;14,3;75,3;564;0;0;13,5;0;0;0;24;0,35;0
27/02/2024 23:00;44;1,1;8;13,9;75,33;565;0;0;6,3;12,1;23;35,1;29;0,52;0
28/02/2024 0:00;43;0,7;298;13,9;75,44;565;0;0;6,3;0;0;0;24;0,44;0
28/02/2024 1:00;34;1;319;13,1;77,43;564;0;0;5;0;0;0;28;0,44;0
28/02/2024 2:00;38;0,9;346;12,2;81,16;564;0;0;1,1;10,2;23,4;33,6;24;0,42;0
28/02/2024 3:00;35;0,9;299;13,1;79,73;563;0;0;8,4;0;0;0;27;0,32;0
28/02/2024 4:00;36;1;245;13,5;77,39;563;0;0;8,4;0;0;0;27;0,32;0
28/02/2024 5:00;33;1,1;166;13,2;74,93;563;0;0;7,8;3,7;14;17,7;26;0,33;0
28/02/2024 6:00;30;1,1;64;12,7;76,29;563;0;0;7,9;1,7;13,6;15,3;25;0,37;0
28/02/2024 7:00;51;0,7;307;11,8;80,89;564;12;0;1,1;23,2;23,2;46,4;30;0,58;0
28/02/2024 8:00;37;1,4;201;16,1;77,07;564;186;0;13,9;1,9;9,3;11,2;23;0,41;0
28/02/2024 9:00;35;1,6;112;18,1;61,19;565;286;0;15;2,8;7,3;10,1;18;0,39;0
28/02/2024 10:00;36;1,7;130;21,1;53,21;565;563;0;18,1;0,6;4,2;4,8;19;0,34;0
28/02/2024 11:00;22;2;91;22,5;46,06;564;723;0;19,9;0;3,2;3,1;18;0,32;0
28/02/2024 12:00;24;1,8;93;21,5;45,66;564;280;0;19,2;0,7;6;6,7;13;0,36;0
28/02/2024 13:00;39;1,7;134;24,2;40,71;563;733;0;25,4;0;5,2;5,1;17;0,35;0
28/02/2024 14:00;49;1,8;245;23,5;39,99;563;345;0;35,4;0;0;0;22;0,42;0
28/02/2024 15:00;79;3,7;266;21,9;50,71;562;383;0;33,6;0;0;0;33;0,33;0
28/02/2024 16:00;69;2,9;243;22,4;52,11;562;372;0;25,8;0;0;0;32;0,31;0
28/02/2024 17:00;59;2,7;262;20,1;55,27;563;107;0;23,2;0;0;0;29;0,32;0
28/02/2024 18:00;50;1,4;257;18;63,44;563;12;0;17,6;0;0;0;29;0,4;0
28/02/2024 19:00;55;0,9;190;17;67,94;563;0;0;7,4;0,6;32,1;32,7;33;0,7;0
28/02/2024 20:00;46;0,8;254;16,2;71,73;564;0;0;10;0;0;0;29;0,53;0
28/02/2024 21:00;48;1,5;267;15,7;76,44;564;0;0;12,9;0;0;0;26;0,35;0
28/02/2024 22:00;43;0,9;271;15,4;77,62;565;0;0;12,5;0;0;0;28;0,34;0
28/02/2024 23:00;46;1;335;15,1;76,27;565;0;0;7,3;0;0;0;28;0,46;0
29/02/2024 0:00;48;0,4;317;14,3;78,13;565;0;0;1,3;0,3;26,9;27,2;35;0,61;0
29/02/2024 1:00;50;0,4;324;13,3;80,7;565;0;0;0,1;31,5;25,4;57;30;0,67;0
29/02/2024 2:00;42;0,6;316;12,2;83,09;564;0;0;0;44,6;21,5;66,1;31;0,61;0
29/02/2024 3:00;39;0,7;323;12;85,11;564;0;0;0,2;37,3;19,5;56,8;22;0,5;0
29/02/2024 4:00;52;0,9;333;12,7;86,01;564;0;0;0,3;3,1;21,9;25;34;0,42;0
29/02/2024 5:00;37;1;303;13;84,11;564;0;0;4,3;1,7;18,2;19,9;30;0,37;0
29/02/2024 6:00;43;1,5;91;13,6;79,55;564;0;0;5,6;17,2;21,3;38,5;32;0,5;0
29/02/2024 7:00;53;1,3;58;13,7;77,14;564;12;0;5,6;16,4;20,2;36,6;35;0,62;0
29/02/2024 8:00;53;1,5;114;16,4;71,62;565;167;0;11;14,3;15,7;30;27;0,59;0
